"火","火车","<div class=""pronunciation""><p><span class=""pinyin"">Huǒ</span></p></div><div class=""meanings""><p>surname Huo</p></div><div class=""pronunciation""><p><span class=""pinyin"">huǒ</span></p></div><div class=""meanings""><p>fire</p><p>urgent</p><p>ammunition</p><p>fiery or flaming</p><p>internal heat (Chinese medicine)</p><p>hot (popular)</p><p>classifier for military units (old)</p><p>Kangxi radical 86</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">huǒchē</span></p></div><div class=""meanings""><p>train</p><p>Classifiers: <span class=""chinese"">列</span> <span class=""pinyin"">liè</span>, <span class=""chinese"">节</span> <span class=""pinyin"">jié</span>, <span class=""chinese"">班</span> <span class=""pinyin"">bān</span>, <span class=""chinese"">趟</span> <span class=""pinyin"">tàng</span></p></div>","5021","1","钬"
"西","东西","<div class=""pronunciation""><p><span class=""pinyin"">Xī</span></p></div><div class=""meanings""><p>the West</p><p>abbr. for Spain <span class=""chinese"">西班牙</span> <span class=""pinyin"">Xī bān yá</span></p><p>Spanish</p></div><div class=""pronunciation""><p><span class=""pinyin"">xī</span></p></div><div class=""meanings""><p>west</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">dōngxī</span></p></div><div class=""meanings""><p>east and west</p></div><div class=""pronunciation""><p><span class=""pinyin"">dōngxi</span></p></div><div class=""meanings""><p>thing</p><p>stuff</p><p>person</p><p>Classifiers: <span class=""chinese"">个</span> <span class=""pinyin"">gè</span>, <span class=""chinese"">件</span> <span class=""pinyin"">jiàn</span></p></div>","85443","1","鼷"
"性","性感","<div class=""pronunciation""><p><span class=""pinyin"">xìng</span></p></div><div class=""meanings""><p>nature</p><p>character</p><p>property</p><p>quality</p><p>attribute</p><p>sexuality</p><p>sex</p><p>gender</p><p>suffix forming adjective from verb</p><p>suffix forming noun from adjective, corresponding to -ness or -ity</p><p>essence</p><p>Classifier: <span class=""chinese"">个</span> <span class=""pinyin"">gè</span></p></div>","<div class=""pronunciation""><p><span class=""pinyin"">xìnggǎn</span></p></div><div class=""meanings""><p>sex appeal</p><p>eroticism</p><p>sexuality</p><p>sexy</p></div>","4213","3","莕"
"至","甚至","<div class=""pronunciation""><p><span class=""pinyin"">zhì</span></p></div><div class=""meanings""><p>to arrive</p><p>most</p><p>to</p><p>until</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">shènzhì</span></p></div><div class=""meanings""><p>even; so much so that</p></div>","18542","3","鸷"
"赌","打赌","<div class=""pronunciation""><p><span class=""pinyin"">dǔ</span></p></div><div class=""meanings""><p>to bet; to gamble</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">dǎdǔ</span></p></div><div class=""meanings""><p>to bet</p><p>to make a bet</p><p>a wager</p></div>","3069","6","赌"
"子","孩子","<div class=""pronunciation""><p><span class=""pinyin"">zǐ</span></p></div><div class=""meanings""><p>son</p><p>child</p><p>seed</p><p>egg</p><p>small thing</p><p>1st earthly branch: 11 p.m.-1 a.m., midnight, 11th solar month (7th December to 5th January), year of the rat</p><p>viscount, fourth of five orders of nobility <span class=""chinese"">五等爵位</span> <span class=""pinyin"">wǔděng juéwèi</span></p><p>ancient Chinese compass point: 0° (north)</p><p>subsidiary; subordinate; (prefix) sub-</p></div><div class=""pronunciation""><p><span class=""pinyin"">zi</span></p></div><div class=""meanings""><p>(noun suffix)</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">háizi</span></p></div><div class=""meanings""><p>child</p></div>","77837","1",""
"耍","玩耍","<div class=""pronunciation""><p><span class=""pinyin"">Shuǎ</span></p></div><div class=""meanings""><p>surname Shua</p></div><div class=""pronunciation""><p><span class=""pinyin"">shuǎ</span></p></div><div class=""meanings""><p>to play with</p><p>to wield</p><p>to act (cool etc)</p><p>to display (a skill, one's temper etc)</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">wánshuǎ</span></p></div><div class=""meanings""><p>to play (as children do)</p><p>to amuse oneself</p></div>","589","7-9",""
"烧","燃烧","<div class=""pronunciation""><p><span class=""pinyin"">shāo</span></p></div><div class=""meanings""><p>to burn</p><p>to cook</p><p>to stew</p><p>to bake</p><p>to roast</p><p>to heat</p><p>to boil (tea, water etc)</p><p>fever</p><p>to run a temperature</p><p>(coll.) to let things go to one's head</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">ránshāo</span></p></div><div class=""meanings""><p>to ignite</p><p>to combust</p><p>to burn</p><p>combustion</p><p>flaming</p></div>","1579","4","髾"
"吵","吵架","<div class=""pronunciation""><p><span class=""pinyin"">chǎo</span></p></div><div class=""meanings""><p>to quarrel</p><p>to make a noise</p><p>noisy</p><p>to disturb by making a noise</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">chǎojià</span></p></div><div class=""meanings""><p>to quarrel</p><p>to have a row</p><p>quarrel</p><p>Classifier: <span class=""chinese"">顿</span> <span class=""pinyin"">dùn</span></p></div>","2299","3","炒"
"位","各位","<div class=""pronunciation""><p><span class=""pinyin"">wèi</span></p></div><div class=""meanings""><p>position</p><p>location</p><p>place</p><p>seat</p><p>classifier for people (honorific)</p><p>classifier for binary bits (e.g. <span class=""chinese"">十六位</span> 16-bit or 2 bytes)</p><p>(physics) potential</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">gèwèi</span></p></div><div class=""meanings""><p>everybody</p><p>all (guests, colleagues etc)</p><p>all of you</p></div>","13373","2","霨"
"推","推荐","<div class=""pronunciation""><p><span class=""pinyin"">tuī</span></p></div><div class=""meanings""><p>to push</p><p>to cut</p><p>to refuse</p><p>to reject</p><p>to decline</p><p>to shirk (responsibility)</p><p>to put off</p><p>to delay</p><p>to push forward</p><p>to nominate</p><p>to elect</p><p>massage</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">tuījiàn</span></p></div><div class=""meanings""><p>to recommend</p><p>recommendation</p></div>","1446","2","蓷"
"破","破坏","<div class=""pronunciation""><p><span class=""pinyin"">pò</span></p></div><div class=""meanings""><p>broken</p><p>damaged</p><p>worn out</p><p>lousy</p><p>rotten</p><p>to break, split or cleave</p><p>to get rid of</p><p>to destroy</p><p>to break with</p><p>to defeat</p><p>to capture (a city etc)</p><p>to expose the truth of</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">pòhuài</span></p></div><div class=""meanings""><p>destruction</p><p>damage</p><p>to wreck</p><p>to break</p><p>to destroy</p></div>","5383","3","魄"
"气","生气","<div class=""pronunciation""><p><span class=""pinyin"">qì</span></p></div><div class=""meanings""><p>gas; air</p><p>smell</p><p>weather</p><p>to make angry; to annoy; to get angry</p><p>vital energy; qi</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">shēngqì</span></p></div><div class=""meanings""><p>to get angry; to be furious</p><p>vitality; liveliness</p></div>","7653","1","迄"
"室","办公室","<div class=""pronunciation""><p><span class=""pinyin"">Shì</span></p></div><div class=""meanings""><p>surname Shi</p></div><div class=""pronunciation""><p><span class=""pinyin"">shì</span></p></div><div class=""meanings""><p>room</p><p>work unit</p><p>grave</p><p>scabbard</p><p>family or clan</p><p>one of the 28 constellations of Chinese astronomy</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">bàngōngshì</span></p></div><div class=""meanings""><p>office; business premises</p></div>","10400","2","饰"
"集","集中","<div class=""pronunciation""><p><span class=""pinyin"">jí</span></p></div><div class=""meanings""><p>to gather</p><p>to collect</p><p>collected works</p><p>classifier for sections of a TV series etc: episode</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">jízhōng</span></p></div><div class=""meanings""><p>to concentrate</p><p>to centralize</p><p>to focus</p><p>centralized</p><p>concentrated</p><p>to put together</p></div>","2817","3","鹡"
"塔","娜塔莉","<div class=""pronunciation""><p><span class=""pinyin"">tǎ</span></p></div><div class=""meanings""><p>pagoda (abbr. of <span class=""chinese"">塔婆</span> <span class=""pinyin"">tǎpó</span>, a loanword from Sanskrit stūpa); tower; pylon (CL:<span class=""chinese"">座</span> <span class=""pinyin"">zuò</span>)</p><p>(loanword) (pastry) tart</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">Nàtǎlì</span></p></div><div class=""meanings""><p>Natalie (name)</p></div>","708","6","鳎"
"声","声音","<div class=""pronunciation""><p><span class=""pinyin"">shēng</span></p></div><div class=""meanings""><p>sound</p><p>voice</p><p>tone</p><p>noise</p><p>reputation</p><p>classifier for sounds</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">shēngyīn</span></p></div><div class=""meanings""><p>voice</p><p>sound</p><p>Classifier: <span class=""chinese"">个</span> <span class=""pinyin"">gè</span></p></div>","13764","2","鼪"
"元","美元","<div class=""pronunciation""><p><span class=""pinyin"">Yuán</span></p></div><div class=""meanings""><p>surname Yuan</p><p>Yuan dynasty (1279-1368)</p></div><div class=""pronunciation""><p><span class=""pinyin"">yuán</span></p></div><div class=""meanings""><p>currency unit (esp. Chinese yuan)</p><p>(bound form) first; original; primary</p><p>(bound form) basic; fundamental</p><p>(bound form) constituent; part</p><p>(prefix) meta-</p><p>(math.) argument; variable</p><p>era (of a reign)</p><p>(Tw) (geology) eon</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">měiyuán</span></p></div><div class=""meanings""><p>American dollar; US dollar</p></div>","5652","1","鼋"
"旧","旧金山","<div class=""pronunciation""><p><span class=""pinyin"">jiù</span></p></div><div class=""meanings""><p>old</p><p>opposite: new <span class=""chinese"">新</span></p><p>former</p><p>worn (with age)</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">Jiùjīnshān</span></p></div><div class=""meanings""><p>San Francisco, California</p></div>","1021","3","鹫"
"唉","唉声叹气","<div class=""pronunciation""><p><span class=""pinyin"">āi</span></p></div><div class=""meanings""><p>interjection or grunt of agreement or recognition (e.g. yes, it's me!)</p><p>to sigh</p></div><div class=""pronunciation""><p><span class=""pinyin"">ài</span></p></div><div class=""meanings""><p>alas</p><p>oh dear</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">āishēngtànqì</span></p></div><div class=""meanings""><p>sighing voice, wailing breath (idiom)</p><p>to heave deep sighs</p><p>to sigh in despair</p></div>","22","7-9","锿"
"熊","熊猫","<div class=""pronunciation""><p><span class=""pinyin"">Xióng</span></p></div><div class=""meanings""><p>surname Xiong</p></div><div class=""pronunciation""><p><span class=""pinyin"">xióng</span></p></div><div class=""meanings""><p>bear</p><p>(coll.) to scold; to rebuke</p><p>(coll.) weak; incapable</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">xióngmāo</span></p></div><div class=""meanings""><p>panda</p><p>Classifier: <span class=""chinese"">只</span> <span class=""pinyin"">zhī</span></p></div>","531","5","雄"
"布","宣布","<div class=""pronunciation""><p><span class=""pinyin"">bù</span></p></div><div class=""meanings""><p>to announce</p><p>to spread</p><p>cloth</p><p>to declare</p><p>to announce</p><p>to spread</p><p>to make known</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">xuānbù</span></p></div><div class=""meanings""><p>to declare</p><p>to announce</p><p>to proclaim</p></div>","3221","3","钚"
"伤","伤害","<div class=""pronunciation""><p><span class=""pinyin"">shāng</span></p></div><div class=""meanings""><p>to injure</p><p>injury</p><p>wound</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">shānghài</span></p></div><div class=""meanings""><p>to injure; to harm</p></div>","11740","3","謪"
"城","城市","<div class=""pronunciation""><p><span class=""pinyin"">chéng</span></p></div><div class=""meanings""><p>city walls</p><p>city</p><p>town</p><p>Classifiers: <span class=""chinese"">座</span> <span class=""pinyin"">zuò</span>, <span class=""chinese"">道</span> <span class=""pinyin"">dào</span>, <span class=""chinese"">个</span> <span class=""pinyin"">gè</span></p></div>","<div class=""pronunciation""><p><span class=""pinyin"">chéngshì</span></p></div><div class=""meanings""><p>city; town</p><p>Classifier: <span class=""chinese"">座</span> <span class=""pinyin"">zuò</span></p></div>","9606","3","铖"
"付","对付","<div class=""pronunciation""><p><span class=""pinyin"">Fù</span></p></div><div class=""meanings""><p>surname Fu</p></div><div class=""pronunciation""><p><span class=""pinyin"">fù</span></p></div><div class=""meanings""><p>to pay</p><p>to hand over to</p><p>classifier for pairs or sets of things</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">duìfu</span></p></div><div class=""meanings""><p>to handle; to deal with; to tackle</p><p>to get by with; to make do</p><p>(dialect) (usu. used in the negative) to get along with (sb)</p></div>","4708","3",""
"逃","逃跑","<div class=""pronunciation""><p><span class=""pinyin"">táo</span></p></div><div class=""meanings""><p>to escape</p><p>to run away</p><p>to flee</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">táopǎo</span></p></div><div class=""meanings""><p>to flee from sth</p><p>to run away</p><p>to escape</p></div>","4100","5","鼗"
"朝","朝鲜","<div class=""pronunciation""><p><span class=""pinyin"">Cháo</span></p></div><div class=""meanings""><p>abbr. for <span class=""chinese"">朝鲜</span> <span class=""pinyin"">Cháo xiǎn</span> Korea</p></div><div class=""pronunciation""><p><span class=""pinyin"">cháo</span></p></div><div class=""meanings""><p>imperial or royal court</p><p>government</p><p>dynasty</p><p>reign of a sovereign or emperor</p><p>court or assembly held by a sovereign or emperor</p><p>to make a pilgrimage to</p><p>facing</p><p>towards</p></div><div class=""pronunciation""><p><span class=""pinyin"">zhāo</span></p></div><div class=""meanings""><p>morning</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">Cháoxiǎn</span></p></div><div class=""meanings""><p>North Korea</p><p>Korea as geographic term</p><p>Taiwan pr.  <span class=""pinyin"">Cháoxiān</span></p></div>","1069","3","潮"
"愿","愿意","<div class=""pronunciation""><p><span class=""pinyin"">yuàn</span></p></div><div class=""meanings""><p>honest and prudent</p><p>(bound form) wish; hope; desire</p><p>to be willing</p><p>to wish (that sth may happen); may ...</p><p>vow; pledge</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">yuànyì</span></p></div><div class=""meanings""><p>to wish</p><p>to want</p><p>ready</p><p>willing (to do sth)</p></div>","17725","2","院"
"菜","蔬菜","<div class=""pronunciation""><p><span class=""pinyin"">cài</span></p></div><div class=""meanings""><p>vegetable; greens (CL:<span class=""chinese"">棵</span> <span class=""pinyin"">kē</span>)</p><p>dish (of food) (CL:<span class=""chinese"">样</span> <span class=""pinyin"">yàng</span>,<span class=""chinese"">道</span> <span class=""pinyin"">dào</span>,<span class=""chinese"">盘</span> <span class=""pinyin"">pán</span>)</p><p>(of one's skills etc) weak; poor</p><p>(coll.) (one's) type</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">shūcài</span></p></div><div class=""meanings""><p>vegetables</p><p>Classifier: <span class=""chinese"">种</span> <span class=""pinyin"">zhǒng</span></p></div>","985","1","蔡"
"词","证词","<div class=""pronunciation""><p><span class=""pinyin"">cí</span></p></div><div class=""meanings""><p>word</p><p>statement; speech; lyrics</p><p>a form of lyric poetry, flourishing in the Song dynasty <span class=""chinese"">宋朝</span> <span class=""pinyin"">Sòngcháo</span> (CL:<span class=""chinese"">首</span> <span class=""pinyin"">shǒu</span>)</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">zhèngcí</span></p></div><div class=""meanings""><p>testimony</p></div>","1239","2","雌"
"聊","无聊","<div class=""pronunciation""><p><span class=""pinyin"">liáo</span></p></div><div class=""meanings""><p>(coll.) to chat</p><p>(literary) temporarily; for a while</p><p>(literary) somewhat; slightly</p><p>(literary) to depend upon</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">wúliáo</span></p></div><div class=""meanings""><p>bored</p><p>boring</p><p>senseless</p></div>","4445","4","鹩"
"近","最近","<div class=""pronunciation""><p><span class=""pinyin"">jìn</span></p></div><div class=""meanings""><p>near</p><p>close to</p><p>approximately</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">zuìjìn</span></p></div><div class=""meanings""><p>recently</p><p>soon</p><p>nearest</p></div>","13574","2","进"
"度","速度","<div class=""pronunciation""><p><span class=""pinyin"">dù</span></p></div><div class=""meanings""><p>to pass</p><p>to spend (time)</p><p>measure</p><p>limit</p><p>extent</p><p>degree of intensity</p><p>degree (angles, temperature etc)</p><p>kilowatt-hour</p><p>classifier for events and occurrences</p></div><div class=""pronunciation""><p><span class=""pinyin"">duó</span></p></div><div class=""meanings""><p>to estimate</p><p>Taiwan pr.  <span class=""pinyin"">duò</span></p></div>","<div class=""pronunciation""><p><span class=""pinyin"">sùdù</span></p></div><div class=""meanings""><p>speed</p><p>rate</p><p>velocity</p><p>(music) tempo</p><p>Classifier: <span class=""chinese"">个</span> <span class=""pinyin"">gè</span></p></div>","4345","2","镀"
"揍","挨揍","<div class=""pronunciation""><p><span class=""pinyin"">zòu</span></p></div><div class=""meanings""><p>to hit; to beat (sb)</p><p>(coll.) to smash (sth)</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">áizòu</span></p></div><div class=""meanings""><p>to be beaten</p><p>to take a drubbing</p><p>buffeted</p><p>knocked about</p></div>","212","7-9","揍"
"伙","家伙","<div class=""pronunciation""><p><span class=""pinyin"">huǒ</span></p></div><div class=""meanings""><p>meals (abbr. for <span class=""chinese"">伙食</span> <span class=""pinyin"">huǒ shí</span>)</p><p>companion</p><p>partner</p><p>group</p><p>classifier for groups of people</p><p>to combine</p><p>together</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">jiāhuo</span></p></div><div class=""meanings""><p>household dish, implement or furniture</p><p>domestic animal</p><p>(coll.) guy</p><p>chap</p><p>weapon</p></div>","24679","4",""
"尽","尽管","<div class=""pronunciation""><p><span class=""pinyin"">jǐn</span></p></div><div class=""meanings""><p>to the greatest extent</p><p>(when used before a noun of location) furthest or extreme</p><p>to be within the limits of</p><p>to give priority to</p></div><div class=""pronunciation""><p><span class=""pinyin"">jìn</span></p></div><div class=""meanings""><p>to use up</p><p>to exhaust</p><p>to end</p><p>to finish</p><p>to the utmost</p><p>exhausted</p><p>finished</p><p>to the limit (of sth)</p><p>all</p><p>entirely</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">jǐnguǎn</span></p></div><div class=""meanings""><p>despite</p><p>although</p><p>even though</p><p>in spite of</p><p>unhesitatingly</p><p>do not hesitate (to ask, complain etc)</p><p>(go ahead and do it) without hesitating</p></div>","5659","3","馑"
"则","否则","<div class=""pronunciation""><p><span class=""pinyin"">zé</span></p></div><div class=""meanings""><p>(literary) (conjunction used to express contrast with a previous clause) but; then</p><p>(bound form) standard; norm</p><p>(bound form) principle</p><p>(literary) to imitate; to follow</p><p>classifier for written items</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">fǒuzé</span></p></div><div class=""meanings""><p>otherwise; if not; or (else)</p></div>","9190","4","齰"
"床","上床","<div class=""pronunciation""><p><span class=""pinyin"">chuáng</span></p></div><div class=""meanings""><p>bed; couch (furniture that one can lie down on) (CL:<span class=""chinese"">张</span> <span class=""pinyin"">zhāng</span>)</p><p>bed; bottom (of rivers, oceans, gardens etc)</p><p>frame; chassis</p><p>classifier for blankets, quilts etc</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">shàngchuáng</span></p></div><div class=""meanings""><p>to go to bed</p><p>(coll.) to have sex</p></div>","4494","1","噇"
"山","旧金山","<div class=""pronunciation""><p><span class=""pinyin"">Shān</span></p></div><div class=""meanings""><p>surname Shan</p></div><div class=""pronunciation""><p><span class=""pinyin"">shān</span></p></div><div class=""meanings""><p>mountain; hill (CL:<span class=""chinese"">座</span> <span class=""pinyin"">zuò</span>)</p><p>(coll.) small bundle of straw for silkworms to spin cocoons on</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">Jiùjīnshān</span></p></div><div class=""meanings""><p>San Francisco, California</p></div>","1021","1","跚"
"罗","罗马","<div class=""pronunciation""><p><span class=""pinyin"">Luó</span></p></div><div class=""meanings""><p>surname Luo</p></div><div class=""pronunciation""><p><span class=""pinyin"">luó</span></p></div><div class=""meanings""><p>gauze</p><p>to collect</p><p>to gather</p><p>to catch</p><p>to sift</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">Luómǎ</span></p></div><div class=""meanings""><p>Rome, capital of Italy</p></div>","4691","7-9","鸁"
"狼","狼人","<div class=""pronunciation""><p><span class=""pinyin"">láng</span></p></div><div class=""meanings""><p>wolf</p><p>Classifiers: <span class=""chinese"">匹</span> <span class=""pinyin"">pǐ</span>, <span class=""chinese"">只</span> <span class=""pinyin"">zhī</span>, <span class=""chinese"">条</span> <span class=""pinyin"">tiáo</span></p></div>","<div class=""pronunciation""><p><span class=""pinyin"">lángrén</span></p></div><div class=""meanings""><p>werewolf</p></div>","387","7-9","锒"
"伪","伪装","<div class=""pronunciation""><p><span class=""pinyin"">wěi</span></p></div><div class=""meanings""><p>false</p><p>fake</p><p>forged</p><p>bogus</p><p>(prefix) pseudo-</p><p>Taiwan pr.  <span class=""pinyin"">wèi</span></p></div>","<div class=""pronunciation""><p><span class=""pinyin"">wěizhuāng</span></p></div><div class=""meanings""><p>to pretend to be (asleep etc)</p><p>to disguise oneself as</p><p>pretense</p><p>disguise</p><p>(military) to camouflage</p><p>camouflage</p></div>","1019","7-9","鲔"
"线","线索","<div class=""pronunciation""><p><span class=""pinyin"">xiàn</span></p></div><div class=""meanings""><p>thread</p><p>string</p><p>wire</p><p>line</p><p>Classifiers: <span class=""chinese"">条</span> <span class=""pinyin"">tiáo</span>, <span class=""chinese"">股</span> <span class=""pinyin"">gǔ</span>, <span class=""chinese"">根</span> <span class=""pinyin"">gēn</span></p><p>(after a number) tier (unofficial ranking of a Chinese city)</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">xiànsuǒ</span></p></div><div class=""meanings""><p>trail</p><p>clues</p><p>thread (of a story)</p></div>","4590","3","馅"
"亲","亲爱","<div class=""pronunciation""><p><span class=""pinyin"">qīn</span></p></div><div class=""meanings""><p>parent</p><p>one's own (flesh and blood)</p><p>relative</p><p>related</p><p>marriage</p><p>bride</p><p>close</p><p>intimate</p><p>in person</p><p>first-hand</p><p>in favor of</p><p>pro-</p><p>to kiss</p><p>(Internet slang) dear</p></div><div class=""pronunciation""><p><span class=""pinyin"">qìng</span></p></div><div class=""meanings""><p>parents-in-law of one's offspring</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">qīnài</span></p></div><div class=""meanings""><p>dear</p><p>beloved</p><p>darling</p></div>","31933","3","骎"
"擦","摩擦","<div class=""pronunciation""><p><span class=""pinyin"">cā</span></p></div><div class=""meanings""><p>to rub; to scratch</p><p>to wipe; to polish</p><p>to apply (lipstick, lotion etc)</p><p>to brush (past)</p><p>to shred (a vegetable etc)</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">mócā</span></p></div><div class=""meanings""><p>friction</p><p>rubbing</p><p>chafing</p><p>fig. disharmony</p><p>conflict</p><p>also written <span class=""chinese"">磨擦</span></p></div>","339","4","擦"
"场","现场","<div class=""pronunciation""><p><span class=""pinyin"">cháng</span></p></div><div class=""meanings""><p>threshing floor</p><p>classifier for events and happenings: spell, episode, bout</p></div><div class=""pronunciation""><p><span class=""pinyin"">chǎng</span></p></div><div class=""meanings""><p>large place used for a specific purpose</p><p>stage</p><p>scene (of a play)</p><p>classifier for sporting or recreational activities</p><p>classifier for number of exams</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">xiànchǎng</span></p></div><div class=""meanings""><p>the scene (of a crime, accident etc)</p><p>(on) the spot</p><p>(at) the site</p></div>","4938","1","氅"
"空","空间","<div class=""pronunciation""><p><span class=""pinyin"">kōng</span></p></div><div class=""meanings""><p>empty</p><p>air</p><p>sky</p><p>in vain</p></div><div class=""pronunciation""><p><span class=""pinyin"">kòng</span></p></div><div class=""meanings""><p>to empty</p><p>vacant</p><p>unoccupied</p><p>space</p><p>leisure</p><p>free time</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">kōngjiān</span></p></div><div class=""meanings""><p>space; room</p><p>(fig.) scope; leeway</p><p>(astronomy) outer space</p><p>(physics, math.) space</p></div>","3376","2","箜"
"醒","提醒","<div class=""pronunciation""><p><span class=""pinyin"">xǐng</span></p></div><div class=""meanings""><p>to wake up</p><p>to be awake</p><p>to become aware</p><p>to sober up</p><p>to come to</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">tíxǐng</span></p></div><div class=""meanings""><p>to remind</p><p>to call attention to</p><p>to warn of</p></div>","4866","4","醒"
"半","一半","<div class=""pronunciation""><p><span class=""pinyin"">bàn</span></p></div><div class=""meanings""><p>half</p><p>semi-</p><p>incomplete</p><p>(after a number) and a half</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">yībàn</span></p></div><div class=""meanings""><p>half</p></div>","5544","1","办"
"票","投票","<div class=""pronunciation""><p><span class=""pinyin"">piào</span></p></div><div class=""meanings""><p>ticket</p><p>ballot</p><p>banknote</p><p>Classifier: <span class=""chinese"">张</span> <span class=""pinyin"">zhāng</span></p><p>person held for ransom</p><p>amateur performance of Chinese opera</p><p>classifier for groups, batches, business transactions</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">tóupiào</span></p></div><div class=""meanings""><p>to vote</p><p>vote</p></div>","3703","1","骠"
"既","既然","<div class=""pronunciation""><p><span class=""pinyin"">jì</span></p></div><div class=""meanings""><p>already</p><p>since</p><p>both... (and...)</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">jìrán</span></p></div><div class=""meanings""><p>since; as; this being the case</p></div>","7077","4","齌"
"摸","触摸","<div class=""pronunciation""><p><span class=""pinyin"">mō</span></p></div><div class=""meanings""><p>to feel with the hand</p><p>to touch</p><p>to stroke</p><p>to grope</p><p>to steal</p><p>to abstract</p></div><div class=""pronunciation""><p><span class=""pinyin"">mó</span></p></div><div class=""meanings""><p>variant of <span class=""chinese"">摹</span> <span class=""pinyin"">mó</span></p></div>","<div class=""pronunciation""><p><span class=""pinyin"">chùmō</span></p></div><div class=""meanings""><p>to touch</p></div>","873","4",""
"组","组织","<div class=""pronunciation""><p><span class=""pinyin"">Zǔ</span></p></div><div class=""meanings""><p>surname Zu</p></div><div class=""pronunciation""><p><span class=""pinyin"">zǔ</span></p></div><div class=""meanings""><p>to form</p><p>to organize</p><p>group</p><p>team</p><p>classifier for sets, series, groups of people, batteries</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">zǔzhī</span></p></div><div class=""meanings""><p>to organize</p><p>organization</p><p>(biology) tissue</p><p>(textiles) weave</p><p>Classifier: <span class=""chinese"">个</span> <span class=""pinyin"">gè</span></p></div>","7310","2","阻"
"重","重要","<div class=""pronunciation""><p><span class=""pinyin"">chóng</span></p></div><div class=""meanings""><p>to repeat</p><p>repetition</p><p>again</p><p>re-</p><p>classifier: layer</p></div><div class=""pronunciation""><p><span class=""pinyin"">zhòng</span></p></div><div class=""meanings""><p>heavy</p><p>serious</p><p>to attach importance to</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">zhòngyào</span></p></div><div class=""meanings""><p>important; significant; major</p></div>","29507","1","蚛"
"强","强大","<div class=""pronunciation""><p><span class=""pinyin"">Qiáng</span></p></div><div class=""meanings""><p>surname Qiang</p></div><div class=""pronunciation""><p><span class=""pinyin"">jiàng</span></p></div><div class=""meanings""><p>stubborn</p><p>unyielding</p></div><div class=""pronunciation""><p><span class=""pinyin"">qiáng</span></p></div><div class=""meanings""><p>strong</p><p>powerful</p><p>better</p><p>slightly more than</p><p>vigorous</p><p>violent</p><p>best in their category, e.g. see <span class=""chinese"">百强</span> <span class=""pinyin"">bǎi qiáng</span></p></div><div class=""pronunciation""><p><span class=""pinyin"">qiǎng</span></p></div><div class=""meanings""><p>to force</p><p>to compel</p><p>to strive</p><p>to make an effort</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">qiángdà</span></p></div><div class=""meanings""><p>big and strong; formidable; powerful</p></div>","3453","3","蔷"
